id,state,abbr,poverty,povertyMoe,age,ageMoe,income,incomeMoe,healthcare,healthcareLow,healthcareHigh,obesity,obesityLow,obesityHigh,smokes,smokesLow,smokesHigh,-0.385218228
,San Diego,San Diego,71.9,71.9,,,1.444552529,1.444552529,7.063846722,7.063846722,7.063846722,1350.1,1350.1,1350.1,50.16,50.16,50.16,
,Denair,Denair,30.8,30.8,,,2.315354189,2.315354189,0.116755185,0.116755185,0.116755185,110.15,110.15,110.15,43.75,43.75,43.75,
,Bellflower,Bellflower,19.4,19.4,,,2.429545455,2.429545455,4.831130891,4.831130891,4.831130891,903.27,903.27,903.27,79.03,79.03,79.03,
,Monrovia,Monrovia,22.2,22.2,,,1.884686919,1.884686919,5.535566203,5.535566203,5.535566203,3116.28,3116.28,3116.28,27.35,27.35,27.35,
,Los Angeles,Los Angeles,48,48,,,1.345892992,1.345892992,9.748484704,9.748484704,9.748484704,1447.58,1447.58,1447.58,52.64,52.64,52.64,
,Moreno Valley,Moreno Valley,35.7,35.7,,,2.166104553,2.166104553,0.961429115,0.961429115,0.961429115,555.98,555.98,555.98,60.56,60.56,60.56,
,Fairfield,Fairfield,49,49,,,1.963509317,1.963509317,5.826019588,5.826019588,5.826019588,511.04,511.04,511.04,119.73,119.73,119.73,
,Orange,Orange,26.8,26.8,,,1.915275995,1.915275995,3.30568831,3.30568831,3.30568831,879.99,879.99,879.99,32.08,32.08,32.08,
,Palmdale,Palmdale,85.7,85.7,,,0.895854398,0.895854398,5.346385799,5.346385799,5.346385799,563.95,563.95,563.95,106.26,106.26,106.26,
,Hayward,Hayward,31.6,31.6,,,2.459757442,2.459757442,4.262125872,4.262125872,4.262125872,2597.72,2597.72,2597.72,98.66,98.66,98.66,
,Oakland,Oakland,47.2,47.2,,,1.582342177,1.582342177,8.649983374,8.649983374,8.649983374,345.52,345.52,345.52,97.97,97.97,97.97,
,Temple City,Temple City,21.3,21.3,,,2.256198347,2.256198347,4.594302653,4.594302653,4.594302653,729.61,729.61,729.61,23.63,23.63,23.63,
,Los Angeles,Los Angeles,37.8,37.8,,,1.506547619,1.506547619,14.16614427,14.16614427,14.16614427,3408.01,3408.01,3408.01,31.43,31.43,31.43,
,Crestline,Crestline,34.3,34.3,,,1.970201578,1.970201578,0.791718393,0.791718393,0.791718393,141.08,141.08,141.08,156.17,156.17,156.17,
,San Jose,San Jose,44.5,44.5,,,2.51734104,2.51734104,4.349293608,4.349293608,4.349293608,2394.77,2394.77,2394.77,64.68,64.68,64.68,
,Monterey Park,Monterey Park,36.9,36.9,,,2.240898528,2.240898528,4.249689037,4.249689037,4.249689037,1887.28,1887.28,1887.28,31.61,31.61,31.61,
,Oxnard,Oxnard,73.7,73.7,,,1.619505495,1.619505495,9.152882294,9.152882294,9.152882294,239.08,239.08,239.08,31.91,31.91,31.91,
,Ventura,Ventura,54.2,54.2,,,1.661049591,1.661049591,2.752411585,2.752411585,2.752411585,527.92,527.92,527.92,52.88,52.88,52.88,
,San Jose,San Jose,76.4,76.4,,,1.531147541,1.531147541,10.17881359,10.17881359,10.17881359,485.84,485.84,485.84,61.75,61.75,61.75,
,Corona,Corona,39.2,39.2,,,1.840930674,1.840930674,3.141679937,3.141679937,3.141679937,1306.26,1306.26,1306.26,24.07,24.07,24.07,
,Los Angeles,Los Angeles,37.2,37.2,,,1.856477167,1.856477167,5.035203122,5.035203122,5.035203122,1154.24,1154.24,1154.24,37.83,37.83,37.83,
,Sacramento,Sacramento,57.9,57.9,,,1.674144038,1.674144038,3.513891965,3.513891965,3.513891965,730.66,730.66,730.66,102.33,102.33,102.33,
,Big Bear Lake,Big Bear Lake,62,62,,,1.528145695,1.528145695,0.86109103,0.86109103,0.86109103,714.01,714.01,714.01,75.84,75.84,75.84,
,Point Mugu Nawc,Point Mugu Nawc,45,45,,,1.769230769,1.769230769,0.121816839,0.121816839,0.121816839,276.06,276.06,276.06,41.23,41.23,41.23,
,Burbank,Burbank,26.2,26.2,,,1.737919272,1.737919272,7.779655473,7.779655473,7.779655473,276.72,276.72,276.72,35.07,35.07,35.07,
,Lancaster,Lancaster,68.4,68.4,,,1.515686275,1.515686275,2.851107982,2.851107982,2.851107982,445.38,445.38,445.38,154.14,154.14,154.14,
,San Diego,San Diego,23.8,23.8,,,1.616517286,1.616517286,0.416156165,0.416156165,0.416156165,1707.76,1707.76,1707.76,44.58,44.58,44.58,
,San Bernardino,San Bernardino,47.4,47.4,,,1.74086661,1.74086661,2.428220548,2.428220548,2.428220548,703.9,703.9,703.9,87.48,87.48,87.48,
,Azusa,Azusa,28.6,28.6,,,2.202360877,2.202360877,3.897293357,3.897293357,3.897293357,2223.1,2223.1,2223.1,66.74,66.74,66.74,
,Venice,Venice,31.4,31.4,,,1.483495146,1.483495146,9.740219631,9.740219631,9.740219631,1296.4,1296.4,1296.4,33.7,33.7,33.7,
,Orange,Orange,24.9,24.9,,,1.720812183,1.720812183,4.002084273,4.002084273,4.002084273,3101.58,3101.58,3101.58,36.09,36.09,36.09,
,Oakland,Oakland,44.2,44.2,,,1.508379888,1.508379888,5.938668721,5.938668721,5.938668721,1789.36,1789.36,1789.36,58.55,58.55,58.55,
,Oxnard,Oxnard,37.7,37.7,,,2.195132943,2.195132943,4.499515106,4.499515106,4.499515106,574.57,574.57,574.57,104.67,104.67,104.67,
,San Jose,San Jose,46.5,46.5,,,1.708503528,1.708503528,6.053473306,6.053473306,6.053473306,1349.37,1349.37,1349.37,44.61,44.61,44.61,
,Burbank,Burbank,15,15,,,1.782729805,1.782729805,4.891848954,4.891848954,4.891848954,771.89,771.89,771.89,32.27,32.27,32.27,
,Hayward,Hayward,33.3,33.3,,,1.864022663,1.864022663,5.644572511,5.644572511,5.644572511,525.61,525.61,525.61,117.15,117.15,117.15,
,Moreno Valley,Moreno Valley,34.3,34.3,,,2.274285714,2.274285714,2.505280972,2.505280972,2.505280972,459.69,459.69,459.69,59.49,59.49,59.49,
,Ripon,Ripon,19.4,19.4,,,2.32899729,2.32899729,0.106331456,0.106331456,0.106331456,682.98,682.98,682.98,44.72,44.72,44.72,
,Visalia,Visalia,44.4,44.4,,,1.747308423,1.747308423,2.521121271,2.521121271,2.521121271,593.4,593.4,593.4,55.19,55.19,55.19,
,San Jose,San Jose,34.4,34.4,,,1.424897119,1.424897119,11.97637491,11.97637491,11.97637491,336.03,336.03,336.03,61.75,61.75,61.75,
,Signal Hill,Signal Hill,17.6,17.6,,,1.909595559,1.909595559,3.016451462,3.016451462,3.016451462,807.86,807.86,807.86,41.13,41.13,41.13,
,Westminster,Westminster,41.9,41.9,,,2.420471281,2.420471281,4.176398688,4.176398688,4.176398688,656.1,656.1,656.1,37.85,37.85,37.85,
,La Puente,La Puente,53.6,53.6,,,2.482949309,2.482949309,3.91663195,3.91663195,3.91663195,595.19,595.19,595.19,42.53,42.53,42.53,
,Los Angeles,Los Angeles,36,36,,,1.479843953,1.479843953,12.10377302,12.10377302,12.10377302,1804.08,1804.08,1804.08,31.8,31.8,31.8,
,Burbank,Burbank,15.6,15.6,,,1.756810107,1.756810107,4.356667664,4.356667664,4.356667664,1625.15,1625.15,1625.15,41.73,41.73,41.73,
,National City,National City,46.5,46.5,,,2.166666667,2.166666667,2.093257258,2.093257258,2.093257258,2346.05,2346.05,2346.05,74.07,74.07,74.07,
,Los Angeles,Los Angeles,20.2,20.2,,,2.087323944,2.087323944,3.492295916,3.492295916,3.492295916,2244.82,2244.82,2244.82,38.76,38.76,38.76,
,Modesto,Modesto,29.1,29.1,,,2.088170137,2.088170137,3.675498863,3.675498863,3.675498863,493.69,493.69,493.69,58.81,58.81,58.81,
,El Cajon,El Cajon,58.3,58.3,,,1.708257987,1.708257987,5.637628923,5.637628923,5.637628923,975.07,975.07,975.07,62.25,62.25,62.25,
,Santa Clarita,Santa Clarita,21.6,21.6,,,2.370188943,2.370188943,2.795448538,2.795448538,2.795448538,725.73,725.73,725.73,32.05,32.05,32.05,
,La Mirada,La Mirada,12.4,12.4,,,2.227696405,2.227696405,3.937618657,3.937618657,3.937618657,586.19,586.19,586.19,40.72,40.72,40.72,
,Santa Ana,Santa Ana,66.3,66.3,,,2.266195524,2.266195524,6.229114411,6.229114411,6.229114411,989.91,989.91,989.91,34.48,34.48,34.48,
,Downey,Downey,40.8,40.8,,,2.150837989,2.150837989,4.939849469,4.939849469,4.939849469,1808.8,1808.8,1808.8,38.66,38.66,38.66,
,Alhambra,Alhambra,37.3,37.3,,,1.677103718,1.677103718,5.406842195,5.406842195,5.406842195,2976.74,2976.74,2976.74,25.87,25.87,25.87,
,Gridley,Gridley,46,46,,,2.061797753,2.061797753,0.110068556,0.110068556,0.110068556,255.28,255.28,255.28,46.49,46.49,46.49,
,Oakland,Oakland,67.6,67.6,,,1.285714286,1.285714286,16.37923665,16.37923665,16.37923665,280.89,280.89,280.89,97,97,97,
,Monterey Park,Monterey Park,32.9,32.9,,,1.906468531,1.906468531,3.720959923,3.720959923,3.720959923,774.66,774.66,774.66,34.84,34.84,34.84,
,Costa Mesa,Costa Mesa,50.6,50.6,,,1.703976436,1.703976436,6.282248176,6.282248176,6.282248176,1076.46,1076.46,1076.46,45.2,45.2,45.2,
,San Gabriel,San Gabriel,34.9,34.9,,,1.61037037,1.61037037,8.881551886,8.881551886,8.881551886,976.68,976.68,976.68,24.72,24.72,24.72,
,West Covina,West Covina,36.3,36.3,,,2.34425377,2.34425377,4.194182513,4.194182513,4.194182513,1303.6,1303.6,1303.6,45.18,45.18,45.18,
,Oceanside,Oceanside,44,44,,,1.684657671,1.684657671,4.171200293,4.171200293,4.171200293,1719.75,1719.75,1719.75,36.18,36.18,36.18,
,Los Angeles,Los Angeles,27.9,27.9,,,1.421363041,1.421363041,29.69082009,29.69082009,29.69082009,983.29,983.29,983.29,39.79,39.79,39.79,
,Oxnard,Oxnard,51.6,51.6,,,2.726008345,2.726008345,2.895520686,2.895520686,2.895520686,683.17,683.17,683.17,33.16,33.16,33.16,
,San Pablo,San Pablo,34.9,34.9,,,1.739711934,1.739711934,4.560744035,4.560744035,4.560744035,1611.44,1611.44,1611.44,122.04,122.04,122.04,
,Camarillo,Camarillo,22,22,,,1.853671283,1.853671283,0.149133587,0.149133587,0.149133587,929.67,929.67,929.67,25.21,25.21,25.21,
,Fresno,Fresno,28.4,28.4,,,1.731522426,1.731522426,1.222870343,1.222870343,1.222870343,509.24,509.24,509.24,31.39,31.39,31.39,
,West Covina,West Covina,18,18,,,2.22280887,2.22280887,3.790375898,3.790375898,3.790375898,1801.83,1801.83,1801.83,41.82,41.82,41.82,
,Gilroy,Gilroy,40.6,40.6,,,1.923574144,1.923574144,4.50147578,4.50147578,4.50147578,519.29,519.29,519.29,67.35,67.35,67.35,
,La Verne,La Verne,34.2,34.2,,,2.030167598,2.030167598,1.933959249,1.933959249,1.933959249,433.76,433.76,433.76,31.17,31.17,31.17,
,Oakland,Oakland,35.7,35.7,,,0.722505462,0.722505462,16.68593854,16.68593854,16.68593854,430.14,430.14,430.14,122.15,122.15,122.15,
,Sunnyvale,Sunnyvale,29.6,29.6,,,1.972941176,1.972941176,7.515894526,7.515894526,7.515894526,1869.98,1869.98,1869.98,37.17,37.17,37.17,
,Tracy,Tracy,25.5,25.5,,,2.095454545,2.095454545,3.820186684,3.820186684,3.820186684,537.33,537.33,537.33,114.99,114.99,114.99,
,Fremont,Fremont,21,21,,,2.033348355,2.033348355,4.582049804,4.582049804,4.582049804,699.64,699.64,699.64,67.67,67.67,67.67,
,Martinez,Martinez,23.3,23.3,,,1.86270653,1.86270653,1.436278286,1.436278286,1.436278286,1284.15,1284.15,1284.15,78.95,78.95,78.95,
,Whittier,Whittier,36.5,36.5,,,2.050424363,2.050424363,5.24312834,5.24312834,5.24312834,483.33,483.33,483.33,56.67,56.67,56.67,
,Stockton,Stockton,50.5,50.5,,,1.823002755,1.823002755,5.0629631,5.0629631,5.0629631,578.57,578.57,578.57,69.48,69.48,69.48,
,Corona,Corona,19.9,19.9,,,2.574566474,2.574566474,0.827646881,0.827646881,0.827646881,1190.08,1190.08,1190.08,26.23,26.23,26.23,
,Buena Park,Buena Park,22.8,22.8,,,2.266693007,2.266693007,2.94471454,2.94471454,2.94471454,777.19,777.19,777.19,45.84,45.84,45.84,
,Garden Grove,Garden Grove,44.4,44.4,,,1.819428571,1.819428571,6.305842443,6.305842443,6.305842443,1247.44,1247.44,1247.44,31.21,31.21,31.21,
,Zamora,Zamora,42.1,42.1,,,1.979180658,1.979180658,0.010618886,0.010618886,0.010618886,169.79,169.79,169.79,66.12,66.12,66.12,
,Sacramento,Sacramento,47,47,,,1.892333709,1.892333709,1.465653211,1.465653211,1.465653211,452.43,452.43,452.43,103.7,103.7,103.7,
,Salinas,Salinas,39.8,39.8,,,1.801539778,1.801539778,3.841985272,3.841985272,3.841985272,589.74,589.74,589.74,108.24,108.24,108.24,
,San Lorenzo,San Lorenzo,22.6,22.6,,,2.176895307,2.176895307,4.211174489,4.211174489,4.211174489,3392.71,3392.71,3392.71,71.56,71.56,71.56,
,Murrieta,Murrieta,45.4,45.4,,,1.86109238,1.86109238,0.645944485,0.645944485,0.645944485,1782.75,1782.75,1782.75,32.54,32.54,32.54,
,Azusa,Azusa,52.7,52.7,,,1.765145849,1.765145849,8.047989644,8.047989644,8.047989644,703.53,703.53,703.53,62.66,62.66,62.66,
,Vallejo,Vallejo,43.5,43.5,,,2.35982659,2.35982659,1.724753609,1.724753609,1.724753609,675.45,675.45,675.45,207.37,207.37,207.37,
,San Jose,San Jose,29.9,29.9,,,1.869535519,1.869535519,2.027328125,2.027328125,2.027328125,1021.9,1021.9,1021.9,50.16,50.16,50.16,
,Tulare,Tulare,33.9,33.9,,,1.87444795,1.87444795,2.473771722,2.473771722,2.473771722,505.13,505.13,505.13,78.57,78.57,78.57,
,Los Angeles,Los Angeles,29,29,,,1.657047725,1.657047725,5.976974265,5.976974265,5.976974265,3247.94,3247.94,3247.94,28.09,28.09,28.09,
,Gerber,Gerber,32.8,32.8,,,2.168613139,2.168613139,0.042349727,0.042349727,0.042349727,255.41,255.41,255.41,68.97,68.97,68.97,
,Los Angeles,Los Angeles,15.4,15.4,,,2.227050998,2.227050998,2.221961366,2.221961366,2.221961366,2762.95,2762.95,2762.95,46.03,46.03,46.03,
,San Pablo,San Pablo,19.1,19.1,,,1.567615658,1.567615658,3.43062453,3.43062453,3.43062453,865.71,865.71,865.71,122.04,122.04,122.04,
,Riverside,Riverside,38,38,,,2.085488127,2.085488127,2.883684697,2.883684697,2.883684697,535.62,535.62,535.62,30.7,30.7,30.7,
,Bakersfield,Bakersfield,24.9,24.9,,,1.590697674,1.590697674,1.885202991,1.885202991,1.885202991,905.44,905.44,905.44,82.51,82.51,82.51,
,Fresno,Fresno,15.7,15.7,,,1.662200282,1.662200282,2.228257372,2.228257372,2.228257372,594.42,594.42,594.42,69.21,69.21,69.21,
,Pasadena,Pasadena,42.2,42.2,,,1.506459948,1.506459948,7.128771512,7.128771512,7.128771512,2077.39,2077.39,2077.39,32.13,32.13,32.13,
,Antioch,Antioch,42.5,42.5,,,1.926253687,1.926253687,3.826539766,3.826539766,3.826539766,498.35,498.35,498.35,178.9,178.9,178.9,
,Fullerton,Fullerton,32.1,32.1,,,1.623197903,1.623197903,3.694195321,3.694195321,3.694195321,804.01,804.01,804.01,48.83,48.83,48.83,
,Los Angeles,Los Angeles,45,45,,,1.085998271,1.085998271,24.42039549,24.42039549,24.42039549,2434.71,2434.71,2434.71,13.51,13.51,13.51,
,Sylmar,Sylmar,64.1,64.1,,,1.687830688,1.687830688,16.69308329,16.69308329,16.69308329,1166.39,1166.39,1166.39,64.44,64.44,64.44,
,San Jose,San Jose,36.4,36.4,,,2.162473795,2.162473795,5.190604826,5.190604826,5.190604826,2226.22,2226.22,2226.22,33.43,33.43,33.43,
,Diamond Bar,Diamond Bar,22.4,22.4,,,2.200682206,2.200682206,2.359858787,2.359858787,2.359858787,2325.23,2325.23,2325.23,24.44,24.44,24.44,
,Lamont,Lamont,65.8,65.8,,,2.017832647,2.017832647,2.26353964,2.26353964,2.26353964,306.68,306.68,306.68,34.29,34.29,34.29,
,Salinas,Salinas,67.3,67.3,,,1.993831391,1.993831391,5.472884915,5.472884915,5.472884915,423.27,423.27,423.27,79.51,79.51,79.51,
,Moreno Valley,Moreno Valley,33.4,33.4,,,2.441391941,2.441391941,0.794574101,0.794574101,0.794574101,328.09,328.09,328.09,46.65,46.65,46.65,
,Harbor City,Harbor City,39.3,39.3,,,1.949101796,1.949101796,6.037735426,6.037735426,6.037735426,765.07,765.07,765.07,38.08,38.08,38.08,
,San Leandro,San Leandro,32.1,32.1,,,1.994783905,1.994783905,4.103358765,4.103358765,4.103358765,1837.83,1837.83,1837.83,95.83,95.83,95.83,
,Anaheim,Anaheim,25.6,25.6,,,1.820382663,1.820382663,1.579213067,1.579213067,1.579213067,2213.97,2213.97,2213.97,40.65,40.65,40.65,
,Altadena,Altadena,40.9,40.9,,,2.131855309,2.131855309,3.784669427,3.784669427,3.784669427,812.59,812.59,812.59,39.55,39.55,39.55,
,Sylmar,Sylmar,29.6,29.6,,,2.354555434,2.354555434,2.554055234,2.554055234,2.554055234,1739.35,1739.35,1739.35,64.44,64.44,64.44,
,Kingsburg,Kingsburg,30.7,30.7,,,1.88005997,1.88005997,0.312177497,0.312177497,0.312177497,305.6,305.6,305.6,62.19,62.19,62.19,
,Porterville,Porterville,57.7,57.7,,,2.020895522,2.020895522,3.135499361,3.135499361,3.135499361,292.91,292.91,292.91,58.17,58.17,58.17,
,Hayward,Hayward,62.5,62.5,,,1.875230486,1.875230486,6.963520681,6.963520681,6.963520681,502.42,502.42,502.42,117.15,117.15,117.15,
,Los Angeles,Los Angeles,17.8,17.8,,,1.290104487,1.290104487,12.99167444,12.99167444,12.99167444,1073.93,1073.93,1073.93,34.59,34.59,34.59,
,Hemet,Hemet,61.8,61.8,,,2.089832182,2.089832182,2.861892335,2.861892335,2.861892335,432.22,432.22,432.22,52.33,52.33,52.33,
,Los Angeles,Los Angeles,15.2,15.2,,,1.597128378,1.597128378,4.638731958,4.638731958,4.638731958,1329.59,1329.59,1329.59,51.93,51.93,51.93,
,Orange,Orange,23.3,23.3,,,2.134789558,2.134789558,3.522289273,3.522289273,3.522289273,4142.54,4142.54,4142.54,26.73,26.73,26.73,
,Garden Grove,Garden Grove,32.4,32.4,,,2.665181886,2.665181886,4.204816427,4.204816427,4.204816427,514.99,514.99,514.99,45.19,45.19,45.19,
,Anaheim,Anaheim,14.1,14.1,,,2.479862896,2.479862896,2.004561489,2.004561489,2.004561489,4699,4699,4699,29.67,29.67,29.67,
,Newhall,Newhall,63,63,,,1.943377149,1.943377149,4.856919789,4.856919789,4.856919789,1178.75,1178.75,1178.75,37.29,37.29,37.29,
,Los Angeles,Los Angeles,48.3,48.3,,,1.15095729,1.15095729,29.58143775,29.58143775,29.58143775,1436.51,1436.51,1436.51,28.84,28.84,28.84,
,Chula Vista,Chula Vista,47.3,47.3,,,2.383222116,2.383222116,3.245000967,3.245000967,3.245000967,566.22,566.22,566.22,68.62,68.62,68.62,
,Anaheim,Anaheim,35,35,,,1.990256864,1.990256864,7.333602918,7.333602918,7.333602918,836.84,836.84,836.84,51.74,51.74,51.74,
,Hemet,Hemet,30.1,30.1,,,1.563088512,1.563088512,1.274448457,1.274448457,1.274448457,401.98,401.98,401.98,51.22,51.22,51.22,
,Canyon Country,Canyon Country,19.4,19.4,,,1.966101695,1.966101695,2.02699168,2.02699168,2.02699168,470.53,470.53,470.53,50.05,50.05,50.05,
,Mission Hills,Mission Hills,37.5,37.5,,,2.396648045,2.396648045,1.07082609,1.07082609,1.07082609,1896.14,1896.14,1896.14,50.8,50.8,50.8,
,Sunland,Sunland,25,25,,,2.416877637,2.416877637,0.780782709,0.780782709,0.780782709,988.84,988.84,988.84,49.5,49.5,49.5,
,Cottonwood,Cottonwood,47.9,47.9,,,2.004659832,2.004659832,0.168264196,0.168264196,0.168264196,232.74,232.74,232.74,38.8,38.8,38.8,
,Canoga Park,Canoga Park,24.8,24.8,,,2.035918367,2.035918367,3.396891705,3.396891705,3.396891705,1276.03,1276.03,1276.03,48.45,48.45,48.45,
,Santa Maria,Santa Maria,58.7,58.7,,,1.734899329,1.734899329,3.485274435,3.485274435,3.485274435,579.88,579.88,579.88,58.41,58.41,58.41,
,Buena Park,Buena Park,43.2,43.2,,,2.260934025,2.260934025,2.78353428,2.78353428,2.78353428,1008.16,1008.16,1008.16,48.57,48.57,48.57,
,Newark,Newark,39,39,,,2.177830941,2.177830941,0.227457569,0.227457569,0.227457569,916.96,916.96,916.96,73.21,73.21,73.21,
,Redlands,Redlands,45,45,,,2.120595533,2.120595533,1.586442115,1.586442115,1.586442115,314.98,314.98,314.98,77.13,77.13,77.13,
,Milpitas,Milpitas,35.8,35.8,,,2.272189349,2.272189349,5.319399057,5.319399057,5.319399057,1788.78,1788.78,1788.78,25.78,25.78,25.78,
,Olivehurst,Olivehurst,57,57,,,1.947698745,1.947698745,1.88049594,1.88049594,1.88049594,374.8,374.8,374.8,47.44,47.44,47.44,
,Capistrano Beach,Capistrano Beach,31.5,31.5,,,1.854114713,1.854114713,2.3346221,2.3346221,2.3346221,1896.8,1896.8,1896.8,24.4,24.4,24.4,
,Orange,Orange,39.9,39.9,,,2.106177606,2.106177606,4.150694126,4.150694126,4.150694126,3106.26,3106.26,3106.26,30.25,30.25,30.25,
,Marina del Rey,Marina del Rey,23.6,23.6,,,1.535883281,1.535883281,5.852826645,5.852826645,5.852826645,1184.45,1184.45,1184.45,22.06,22.06,22.06,
,Sonora,Sonora,51.7,51.7,,,1.510806537,1.510806537,0.399458727,0.399458727,0.399458727,431.92,431.92,431.92,64.54,64.54,64.54,
,Berkeley,Berkeley,27.5,27.5,,,1.415936953,1.415936953,8.373178333,8.373178333,8.373178333,489.2,489.2,489.2,83.2,83.2,83.2,
,Concord,Concord,28,28,,,2.277983349,2.277983349,3.232354251,3.232354251,3.232354251,1089.42,1089.42,1089.42,125.6,125.6,125.6,
,Santa Maria,Santa Maria,62,62,,,1.634178905,1.634178905,2.135926807,2.135926807,2.135926807,539.46,539.46,539.46,58.41,58.41,58.41,
,Bakersfield,Bakersfield,45.1,45.1,,,1.856959589,1.856959589,2.706860707,2.706860707,2.706860707,253.04,253.04,253.04,96.41,96.41,96.41,
,Los Angeles,Los Angeles,32,32,,,1.66333888,1.66333888,5.415637184,5.415637184,5.415637184,1704.82,1704.82,1704.82,53.64,53.64,53.64,
,Oakland,Oakland,32.9,32.9,,,1.17519685,1.17519685,9.309947145,9.309947145,9.309947145,1537.35,1537.35,1537.35,122.26,122.26,122.26,
,Los Angeles,Los Angeles,42.3,42.3,,,1.431014823,1.431014823,16.59069732,16.59069732,16.59069732,1791.18,1791.18,1791.18,32.95,32.95,32.95,
,Turlock,Turlock,18.8,18.8,,,2.18095504,2.18095504,3.264040705,3.264040705,3.264040705,417.2,417.2,417.2,40.81,40.81,40.81,
,San Diego,San Diego,19,19,,,2.437575174,2.437575174,0.59045699,0.59045699,0.59045699,998.71,998.71,998.71,48.51,48.51,48.51,
,Covina,Covina,32.3,32.3,,,2.289923954,2.289923954,4.080108573,4.080108573,4.080108573,587.16,587.16,587.16,49.61,49.61,49.61,
,Rancho Cordova,Rancho Cordova,44.1,44.1,,,1.779607346,1.779607346,1.527312537,1.527312537,1.527312537,680.7,680.7,680.7,62.64,62.64,62.64,
,Lancaster,Lancaster,43.4,43.4,,,1.581354951,1.581354951,1.324071844,1.324071844,1.324071844,943.97,943.97,943.97,131.97,131.97,131.97,
,Dixon,Dixon,38.5,38.5,,,2.86856517,2.86856517,0.008345723,0.008345723,0.008345723,661.33,661.33,661.33,45.99,45.99,45.99,
,Ventura,Ventura,31.9,31.9,,,1.906158358,1.906158358,0.013575617,0.013575617,0.013575617,739.13,739.13,739.13,42.98,42.98,42.98,
,Colton,Colton,32,32,,,1.819614711,1.819614711,1.308558495,1.308558495,1.308558495,642.84,642.84,642.84,78.2,78.2,78.2,
,Los Angeles,Los Angeles,31.9,31.9,,,1.499647142,1.499647142,24.9927189,24.9927189,24.9927189,1474.75,1474.75,1474.75,19.73,19.73,19.73,
,Rancho Cordova,Rancho Cordova,39.1,39.1,,,1.784907903,1.784907903,4.219098661,4.219098661,4.219098661,572.99,572.99,572.99,62.64,62.64,62.64,
,Newhall,Newhall,54.4,54.4,,,1.761961016,1.761961016,4.135229071,4.135229071,4.135229071,712.37,712.37,712.37,24.67,24.67,24.67,
,Mission Hills,Mission Hills,26.4,26.4,,,2.286532951,2.286532951,3.282427096,3.282427096,3.282427096,1563.52,1563.52,1563.52,69.28,69.28,69.28,
,Yuba City,Yuba City,58.8,58.8,,,1.517203108,1.517203108,3.52843186,3.52843186,3.52843186,447.28,447.28,447.28,40.59,40.59,40.59,
,Hemet,Hemet,49.1,49.1,,,1.825717322,1.825717322,3.102458988,3.102458988,3.102458988,134.21,134.21,134.21,58.28,58.28,58.28,
,Fullerton,Fullerton,21.5,21.5,,,1.782213239,1.782213239,4.498031857,4.498031857,4.498031857,826.2,826.2,826.2,43.01,43.01,43.01,
,Rancho Cordova,Rancho Cordova,47.7,47.7,,,1.764096663,1.764096663,1.496527825,1.496527825,1.496527825,872.08,872.08,872.08,45,45,45,
,Hayward,Hayward,42,42,,,1.605878824,1.605878824,7.565713852,7.565713852,7.565713852,813.78,813.78,813.78,98.66,98.66,98.66,
